,number_of_triangles,primitive_type,disturbed_areas_cnt,triangle_0_x,triangle_1_x,triangle_2_x,triangle_3_x,triangle_4_x,triangle_5_x,triangle_0_y,triangle_1_y,triangle_2_y,triangle_3_y,triangle_4_y,triangle_5_y,triangle_0_width,triangle_1_width,triangle_2_width,triangle_3_width,triangle_4_width,triangle_5_width,triangle_0_height,triangle_1_height,triangle_2_height,triangle_3_height,triangle_4_height,triangle_5_height,disturbed_area_0_yAL,disturbed_area_1_yAL,disturbed_area_2_yAL,disturbed_area_3_yAL,disturbed_area_4_yAL,disturbed_area_5_yAL,disturbed_area_0_yBL,disturbed_area_1_yBL,disturbed_area_2_yBL,disturbed_area_3_yBL,disturbed_area_4_yBL,disturbed_area_5_yBL,disturbed_area_0_width,disturbed_area_1_width,disturbed_area_2_width,disturbed_area_3_width,disturbed_area_4_width,disturbed_area_5_width,disturbed_area_0_height,disturbed_area_1_height,disturbed_area_2_height,disturbed_area_3_height,disturbed_area_4_height,disturbed_area_5_height,target
3892,3,TissuePrimitiveType.RECTANGLE,3,56,85,254,,,,,,,,,,14,17,25,,,,26,36,15,,,,200,200,,,,,,,310,,,,42,31,52,,,,42,39,34,,,,ClassC
3893,4,TissuePrimitiveType.RECTANGLE,0,248,276,319,353,,,,,,,,,6,30,29,30,,,8,22,26,27,,,,,,,,,,,,,,,,,,,,,,,,,,,ClassA
3894,4,TissuePrimitiveType.CIRCLE,6,218,318,343,359,,,,,,,,,16,19,11,24,,,17,12,35,18,,,200,200,200,,,,,,,310,310,310,65,57,30,37,54,38,46,27,35,29,26,20,ClassB
3895,4,TissuePrimitiveType.RECTANGLE,5,60,132,277,370,,,,,,,,,29,30,10,11,,,31,30,26,35,,,200,,,,,,,310,310,310,310,,50,54,37,49,62,,26,28,25,24,30,,ClassA
3896,2,TissuePrimitiveType.RECTANGLE,5,171,311,,,,,,,,,,,18,28,,,,,16,17,,,,,200,200,200,,,,,,,310,310,,62,58,61,50,68,,45,24,24,21,28,,ClassC
3897,4,TissuePrimitiveType.CIRCLE,4,124,275,309,345,,,,,,,,,14,26,30,30,,,22,33,9,12,,,,,,,,,310,310,310,310,,,68,65,51,41,,,42,47,23,44,,,ClassA
3898,2,TissuePrimitiveType.CIRCLE,5,14,106,,,,,,,,,,,23,16,,,,,22,32,,,,,200,200,200,,,,,,,310,310,,35,57,58,30,42,,32,20,48,25,22,,ClassC
3899,5,TissuePrimitiveType.CIRCLE,3,285,314,351,365,374,,,,,,,,14,19,7,4,10,,33,15,28,13,9,,200,,,,,,,310,310,,,,62,44,51,,,,32,38,20,,,,ClassB
3900,4,TissuePrimitiveType.CIRCLE,3,81,228,308,356,,,,,,,,,20,29,18,16,,,13,18,18,16,,,200,200,200,,,,,,,,,,42,37,39,,,,27,47,32,,,,ClassC
3901,0,TissuePrimitiveType.CIRCLE,2,,,,,,,,,,,,,,,,,,,,,,,,,200,200,,,,,,,,,,,55,70,,,,,48,50,,,,,ClassC
3902,3,TissuePrimitiveType.NOPRIMITIVE,4,177,329,366,,,,,,,,,,26,8,12,,,,15,23,10,,,,200,200,200,,,,,,,310,,,51,67,67,50,,,42,33,40,47,,,ClassC
3903,2,TissuePrimitiveType.CIRCLE,6,33,56,,,,,,,,,,,12,19,,,,,36,22,,,,,200,200,200,200,,,,,,,310,310,40,42,35,51,43,50,28,27,34,47,31,41,ClassC
3904,3,TissuePrimitiveType.CIRCLE,3,93,261,361,,,,,,,,,,25,8,22,,,,13,16,34,,,,200,200,,,,,,,310,,,,33,63,66,,,,25,43,25,,,,ClassC
3905,1,TissuePrimitiveType.CIRCLE,5,64,,,,,,,,,,,,18,,,,,,19,,,,,,200,,,,,,,310,310,310,310,,49,51,51,68,64,,42,27,47,25,45,,ClassB
3906,3,TissuePrimitiveType.RECTANGLE,4,344,360,374,,,,,,,,,,11,9,10,,,,8,35,12,,,,200,200,,,,,,,310,310,,,62,44,51,46,,,28,21,21,25,,,ClassC
3907,4,TissuePrimitiveType.CIRCLE,3,159,314,340,355,,,,,,,,,23,15,7,25,,,23,22,14,29,,,200,200,,,,,,,310,,,,55,70,34,,,,44,47,32,,,,ClassA
3908,1,TissuePrimitiveType.CIRCLE,4,18,,,,,,,,,,,,4,,,,,,27,,,,,,200,200,,,,,,,310,310,,,47,31,56,52,,,37,34,22,36,,,ClassB
3909,3,TissuePrimitiveType.RECTANGLE,6,5,251,312,,,,,,,,,,4,19,29,,,,27,27,18,,,,200,200,200,,,,,,,310,310,310,44,65,35,49,65,31,29,27,30,37,21,38,ClassC
3910,3,TissuePrimitiveType.RECTANGLE,6,300,331,357,,,,,,,,,,9,21,27,,,,32,20,13,,,,200,200,200,200,,,,,,,310,310,54,47,35,43,58,63,45,48,41,37,21,42,ClassC
3911,3,TissuePrimitiveType.CIRCLE,5,117,197,258,,,,,,,,,,18,19,14,,,,28,13,20,,,,200,200,,,,,,,310,310,310,,30,53,69,41,65,,41,24,43,34,24,,ClassB
3912,3,TissuePrimitiveType.CIRCLE,5,240,328,360,,,,,,,,,,10,11,24,,,,31,11,32,,,,200,200,,,,,,,310,310,310,,38,50,35,57,47,,20,39,33,20,47,,ClassB
3913,5,TissuePrimitiveType.CIRCLE,7,145,270,298,329,361,,,,,,,,13,23,26,27,22,,12,8,30,23,21,,200,200,200,,,,,,,310,310,310,68,60,63,57,54,53,50,28,33,36,47,49,ClassA
3914,3,TissuePrimitiveType.RECTANGLE,5,200,287,359,,,,,,,,,,29,29,10,,,,33,9,31,,,,200,200,,,,,,,310,310,310,,48,59,47,51,41,,36,40,40,35,37,,ClassA
3915,4,TissuePrimitiveType.CIRCLE,4,195,251,290,326,,,,,,,,,5,11,27,28,,,36,13,26,26,,,,,,,,,310,310,310,310,,,69,57,57,62,,,41,48,25,26,,,ClassA
3916,4,TissuePrimitiveType.CIRCLE,5,222,244,277,304,,,,,,,,,8,18,14,29,,,15,22,33,35,,,200,200,,,,,,,310,310,310,,42,40,37,47,47,,48,35,41,28,35,,ClassA
3917,4,TissuePrimitiveType.CIRCLE,5,221,306,330,369,,,,,,,,,8,8,19,6,,,22,28,18,27,,,200,200,,,,,,,310,310,310,,54,64,69,41,54,,30,31,29,32,48,,ClassB
3918,5,TissuePrimitiveType.CIRCLE,4,49,244,294,341,366,,,,,,,,8,20,7,6,10,,24,17,25,26,12,,200,200,200,,,,,,,310,,,59,60,46,30,,,26,48,21,47,,,ClassC
3919,1,TissuePrimitiveType.RECTANGLE,3,204,,,,,,,,,,,,7,,,,,,19,,,,,,200,200,,,,,,,310,,,,44,40,39,,,,26,33,41,,,,ClassC
3920,3,TissuePrimitiveType.CIRCLE,4,251,317,339,,,,,,,,,,20,10,10,,,,35,22,29,,,,200,200,,,,,,,310,310,,,65,47,30,45,,,36,28,48,42,,,ClassB
3921,3,TissuePrimitiveType.CIRCLE,4,285,310,341,,,,,,,,,,14,14,13,,,,20,15,24,,,,200,200,,,,,,,310,310,,,51,57,53,63,,,40,29,30,21,,,ClassB
3922,2,TissuePrimitiveType.RECTANGLE,2,291,344,,,,,,,,,,,28,22,,,,,18,31,,,,,200,200,,,,,,,,,,,46,38,,,,,25,41,,,,,ClassC
3923,4,TissuePrimitiveType.CIRCLE,1,154,287,316,361,,,,,,,,,18,15,17,19,,,19,11,21,17,,,,,,,,,310,,,,,,60,,,,,,23,,,,,,ClassB
3924,3,TissuePrimitiveType.CIRCLE,6,257,318,353,,,,,,,,,,11,28,25,,,,31,16,12,,,,200,200,200,200,,,,,,,310,310,61,46,59,38,55,31,34,36,23,43,32,45,ClassC
3925,3,TissuePrimitiveType.RECTANGLE,2,231,299,352,,,,,,,,,,21,29,22,,,,24,16,24,,,,200,200,,,,,,,,,,,45,52,,,,,38,28,,,,,ClassA
3926,2,TissuePrimitiveType.RECTANGLE,4,302,349,,,,,,,,,,,12,8,,,,,28,19,,,,,200,200,200,200,,,,,,,,,69,58,69,45,,,45,30,37,45,,,ClassC
3927,3,TissuePrimitiveType.CIRCLE,6,227,307,341,,,,,,,,,,25,22,29,,,,32,12,32,,,,200,200,200,,,,,,,310,310,310,53,53,68,40,59,53,40,39,23,29,25,43,ClassA
3928,4,TissuePrimitiveType.CIRCLE,5,300,315,339,362,,,,,,,,,4,16,17,22,,,26,35,11,21,,,200,,,,,,,310,310,310,310,,44,65,38,33,51,,40,41,36,39,44,,ClassB
3929,4,TissuePrimitiveType.CIRCLE,4,237,268,302,339,,,,,,,,,12,19,24,22,,,15,30,35,25,,,200,,,,,,,310,310,310,,,39,43,57,33,,,27,28,33,26,,,ClassA
3930,4,TissuePrimitiveType.CIRCLE,4,18,132,208,359,,,,,,,,,24,28,11,10,,,19,27,20,8,,,200,200,,,,,,,310,310,,,46,58,38,70,,,36,42,31,32,,,ClassA
3931,0,TissuePrimitiveType.CIRCLE,4,,,,,,,,,,,,,,,,,,,,,,,,,200,200,200,,,,,,,310,,,65,54,49,48,,,38,26,30,20,,,ClassC
3932,3,TissuePrimitiveType.NOPRIMITIVE,6,296,325,354,,,,,,,,,,11,16,26,,,,21,28,17,,,,200,200,200,200,,,,,,,310,310,52,42,53,67,37,41,27,45,30,37,32,42,ClassC
3933,3,TissuePrimitiveType.RECTANGLE,1,106,152,220,,,,,,,,,,18,13,28,,,,8,26,32,,,,,,,,,,310,,,,,,58,,,,,,36,,,,,,ClassC
3934,4,TissuePrimitiveType.RECTANGLE,6,177,286,336,357,,,,,,,,,22,30,7,21,,,22,20,21,19,,,200,200,200,200,,,,,,,310,310,51,60,58,53,48,56,23,28,46,24,37,49,ClassA
3935,3,TissuePrimitiveType.RECTANGLE,4,37,190,212,,,,,,,,,,5,4,27,,,,18,33,15,,,,,,,,,,310,310,310,310,,,36,55,55,33,,,31,42,37,30,,,ClassC
3936,3,TissuePrimitiveType.CIRCLE,0,225,319,356,,,,,,,,,,19,28,27,,,,16,33,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,ClassA
3937,1,TissuePrimitiveType.CIRCLE,6,354,,,,,,,,,,,,11,,,,,,33,,,,,,200,200,,,,,,,310,310,310,310,56,30,43,63,46,57,22,34,24,23,47,40,ClassB
3938,4,TissuePrimitiveType.CIRCLE,1,8,273,294,310,,,,,,,,,7,12,4,18,,,35,15,20,14,,,,,,,,,310,,,,,,49,,,,,,48,,,,,,ClassB
3939,3,TissuePrimitiveType.CIRCLE,1,289,326,368,,,,,,,,,,30,10,15,,,,30,13,17,,,,200,,,,,,,,,,,,39,,,,,,34,,,,,,ClassC
3940,1,TissuePrimitiveType.CIRCLE,3,10,,,,,,,,,,,,16,,,,,,27,,,,,,200,,,,,,,310,310,,,,49,45,57,,,,42,47,27,,,,ClassB
3941,3,TissuePrimitiveType.NOPRIMITIVE,7,90,122,189,,,,,,,,,,21,26,15,,,,28,32,11,,,,200,200,200,200,,,,,,,310,310,56,55,52,39,43,51,32,47,32,25,28,40,ClassA
3942,1,TissuePrimitiveType.CIRCLE,3,206,,,,,,,,,,,,24,,,,,,30,,,,,,200,,,,,,,310,310,,,,48,34,54,,,,44,35,37,,,,ClassB
3943,1,TissuePrimitiveType.RECTANGLE,6,21,,,,,,,,,,,,6,,,,,,15,,,,,,200,200,200,,,,,,,310,310,310,35,48,59,47,36,31,29,32,50,45,43,43,ClassC
3944,4,TissuePrimitiveType.CIRCLE,2,50,113,272,375,,,,,,,,,16,11,11,6,,,27,19,10,29,,,200,200,,,,,,,,,,,41,64,,,,,27,22,,,,,ClassC
3945,3,TissuePrimitiveType.CIRCLE,4,285,327,370,,,,,,,,,,29,23,5,,,,26,32,30,,,,200,200,,,,,,,310,310,,,57,33,63,50,,,30,31,21,26,,,ClassA
3946,5,TissuePrimitiveType.CIRCLE,5,126,300,327,353,372,,,,,,,,29,20,17,13,12,,36,23,24,19,26,,200,200,,,,,,,310,310,310,,57,59,34,37,42,,41,32,45,31,47,,ClassA
3947,0,TissuePrimitiveType.CIRCLE,2,,,,,,,,,,,,,,,,,,,,,,,,,200,200,,,,,,,,,,,62,56,,,,,31,34,,,,,ClassC
3948,2,TissuePrimitiveType.NOPRIMITIVE,5,33,270,,,,,,,,,,,30,16,,,,,18,25,,,,,200,200,,,,,,,310,310,310,,46,41,39,30,48,,40,47,21,24,46,,ClassC
3949,4,TissuePrimitiveType.RECTANGLE,4,49,290,316,332,,,,,,,,,20,6,4,4,,,17,12,18,33,,,200,200,,,,,,,310,310,,,50,65,50,65,,,38,23,40,25,,,ClassC
3950,4,TissuePrimitiveType.RECTANGLE,1,280,298,331,358,,,,,,,,,9,26,22,26,,,10,21,36,19,,,200,,,,,,,,,,,,59,,,,,,45,,,,,,ClassA
3951,5,TissuePrimitiveType.CIRCLE,0,78,275,299,346,368,,,,,,,,30,17,28,17,14,,31,15,16,12,28,,,,,,,,,,,,,,,,,,,,,,,,,,ClassA
3952,1,TissuePrimitiveType.CIRCLE,4,203,,,,,,,,,,,,21,,,,,,22,,,,,,200,200,,,,,,,310,310,,,58,33,48,43,,,28,35,41,43,,,ClassB
3953,3,TissuePrimitiveType.CIRCLE,6,88,256,347,,,,,,,,,,21,19,12,,,,17,11,9,,,,200,200,200,,,,,,,310,310,310,63,54,47,38,59,40,32,48,46,30,43,35,ClassB
3954,6,TissuePrimitiveType.CIRCLE,8,172,230,283,316,345,368,,,,,,,26,29,20,21,12,12,21,15,20,30,25,36,200,200,200,200,,,,,,,310,310,69,47,61,31,42,62,40,45,27,45,42,40,ClassA
3955,4,TissuePrimitiveType.CIRCLE,7,214,250,277,312,,,,,,,,,24,9,28,23,,,20,21,32,36,,,200,200,200,,,,,,,310,310,310,42,44,70,37,47,41,31,33,27,22,33,46,ClassA
3956,5,TissuePrimitiveType.CIRCLE,6,257,310,336,352,367,,,,,,,,20,21,11,9,17,,20,8,31,27,12,,200,200,200,,,,,,,310,310,310,48,30,31,33,65,44,48,36,33,45,42,33,ClassB
3957,6,TissuePrimitiveType.RECTANGLE,3,187,283,305,321,337,366,,,,,,,11,14,8,10,24,18,24,12,28,30,22,25,,,,,,,310,310,310,,,,58,32,48,,,,37,47,32,,,,ClassA
3958,2,TissuePrimitiveType.CIRCLE,5,177,256,,,,,,,,,,,18,13,,,,,8,19,,,,,200,,,,,,,310,310,310,310,,62,48,58,42,64,,35,24,39,41,50,,ClassB
3959,6,TissuePrimitiveType.RECTANGLE,4,65,133,199,231,303,329,,,,,,,17,27,14,26,18,27,26,11,17,31,13,36,200,200,,,,,,,310,310,,,56,67,57,30,,,32,49,20,47,,,ClassA
3960,0,TissuePrimitiveType.CIRCLE,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310,310,310,,,,54,40,32,,,,40,47,40,,,,ClassB
3961,1,TissuePrimitiveType.RECTANGLE,4,349,,,,,,,,,,,,5,,,,,,25,,,,,,200,200,200,200,,,,,,,,,37,68,69,51,,,26,35,31,44,,,ClassC
3962,4,TissuePrimitiveType.CIRCLE,3,178,302,336,358,,,,,,,,,22,28,15,24,,,27,31,13,34,,,,,,,,,310,310,310,,,,34,42,38,,,,38,24,26,,,,ClassA
3963,3,TissuePrimitiveType.CIRCLE,3,184,217,287,,,,,,,,,,13,28,16,,,,23,18,12,,,,200,,,,,,,310,310,,,,57,60,40,,,,49,28,42,,,,ClassB
3964,0,TissuePrimitiveType.RECTANGLE,2,,,,,,,,,,,,,,,,,,,,,,,,,200,200,,,,,,,,,,,48,62,,,,,34,20,,,,,ClassC
3965,6,TissuePrimitiveType.CIRCLE,2,264,274,309,342,352,375,,,,,,,4,20,27,5,18,9,36,23,13,28,29,15,,,,,,,310,310,,,,,49,49,,,,,26,45,,,,,ClassA
3966,3,TissuePrimitiveType.CIRCLE,4,104,280,340,,,,,,,,,,29,28,14,,,,17,8,11,,,,200,200,,,,,,,310,310,,,53,46,47,67,,,28,38,33,26,,,ClassB
3967,1,TissuePrimitiveType.RECTANGLE,3,337,,,,,,,,,,,,23,,,,,,9,,,,,,200,200,,,,,,,310,,,,59,58,53,,,,37,45,38,,,,ClassC
3968,2,TissuePrimitiveType.CIRCLE,3,313,345,,,,,,,,,,,15,15,,,,,12,24,,,,,200,200,200,,,,,,,,,,57,70,40,,,,43,42,41,,,,ClassC
3969,3,TissuePrimitiveType.CIRCLE,6,105,177,306,,,,,,,,,,26,16,22,,,,26,20,29,,,,200,200,200,,,,,,,310,310,310,70,48,64,55,38,42,44,35,44,36,46,20,ClassA
3970,3,TissuePrimitiveType.CIRCLE,2,281,322,357,,,,,,,,,,27,26,26,,,,17,11,28,,,,,,,,,,310,310,,,,,52,42,,,,,44,48,,,,,ClassA
3971,4,TissuePrimitiveType.CIRCLE,7,233,314,326,355,,,,,,,,,22,5,19,8,,,34,11,14,23,,,200,200,200,200,,,,,,,310,310,70,37,30,35,42,40,50,40,40,45,22,26,ClassC
3972,2,TissuePrimitiveType.CIRCLE,5,299,346,,,,,,,,,,,28,27,,,,,22,12,,,,,200,200,,,,,,,310,310,310,,53,32,30,52,35,,45,47,37,27,49,,ClassB
3973,5,TissuePrimitiveType.CIRCLE,3,252,290,326,345,374,,,,,,,,7,27,12,23,10,,22,23,30,35,21,,200,200,,,,,,,310,,,,42,69,39,,,,23,38,48,,,,ClassA
3974,3,TissuePrimitiveType.CIRCLE,8,246,294,352,,,,,,,,,,24,17,23,,,,8,36,18,,,,200,200,200,200,,,,,,,310,310,57,43,55,53,36,49,45,36,28,42,38,21,ClassB
3975,4,TissuePrimitiveType.CIRCLE,5,222,308,349,370,,,,,,,,,28,17,14,13,,,14,26,10,16,,,200,200,200,,,,,,,310,310,,51,41,37,58,65,,48,33,47,29,22,,ClassC
3976,3,TissuePrimitiveType.CIRCLE,2,226,317,351,,,,,,,,,,23,25,24,,,,34,8,21,,,,200,,,,,,,310,,,,,57,44,,,,,34,33,,,,,ClassA
3977,4,TissuePrimitiveType.CIRCLE,1,32,276,341,366,,,,,,,,,21,10,20,9,,,9,36,10,34,,,200,,,,,,,,,,,,49,,,,,,21,,,,,,ClassC
3978,5,TissuePrimitiveType.CIRCLE,4,69,142,199,328,371,,,,,,,,9,26,30,16,7,,32,8,26,8,22,,200,200,,,,,,,310,310,,,35,66,63,52,,,20,33,45,24,,,ClassA
3979,4,TissuePrimitiveType.CIRCLE,3,110,272,344,367,,,,,,,,,12,23,10,10,,,31,20,16,32,,,,,,,,,310,310,310,,,,32,38,40,,,,39,50,21,,,,ClassB
3980,5,TissuePrimitiveType.CIRCLE,5,161,214,264,312,362,,,,,,,,18,15,11,28,17,,35,21,17,20,26,,200,200,,,,,,,310,310,310,,64,37,67,30,59,,50,24,36,46,35,,ClassA
3981,4,TissuePrimitiveType.NOPRIMITIVE,5,271,302,325,361,,,,,,,,,16,11,29,13,,,26,26,35,27,,,200,200,,,,,,,310,310,310,,52,50,69,33,70,,36,48,43,45,20,,ClassA
3982,3,TissuePrimitiveType.CIRCLE,4,135,220,300,,,,,,,,,,26,5,27,,,,14,8,23,,,,200,200,200,,,,,,,310,,,33,68,44,63,,,49,44,42,22,,,ClassC
3983,1,TissuePrimitiveType.NOPRIMITIVE,4,188,,,,,,,,,,,,27,,,,,,31,,,,,,200,200,,,,,,,310,310,,,70,67,59,55,,,46,23,31,47,,,ClassC
3984,3,TissuePrimitiveType.CIRCLE,3,281,316,338,,,,,,,,,,17,6,7,,,,35,33,26,,,,,,,,,,310,310,310,,,,58,67,70,,,,40,35,41,,,,ClassB
3985,0,TissuePrimitiveType.RECTANGLE,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ClassC
3986,1,TissuePrimitiveType.CIRCLE,5,79,,,,,,,,,,,,9,,,,,,19,,,,,,200,200,,,,,,,310,310,310,,46,30,60,51,67,,20,27,49,44,40,,ClassB
3987,3,TissuePrimitiveType.RECTANGLE,0,58,190,288,,,,,,,,,,11,26,23,,,,10,32,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,ClassA
3988,3,TissuePrimitiveType.RECTANGLE,4,100,337,376,,,,,,,,,,14,5,7,,,,23,24,18,,,,200,200,200,,,,,,,310,,,43,49,63,57,,,41,46,34,33,,,ClassC
3989,4,TissuePrimitiveType.RECTANGLE,4,238,292,342,363,,,,,,,,,25,18,9,21,,,18,28,27,18,,,200,,,,,,,310,310,310,,,37,58,59,32,,,27,21,25,42,,,ClassA
3990,5,TissuePrimitiveType.NOPRIMITIVE,7,168,196,298,322,356,,,,,,,,22,6,14,25,20,,31,27,36,10,19,,200,200,200,,,,,,,310,310,310,65,53,39,40,70,47,33,24,23,41,40,43,ClassA
3991,1,TissuePrimitiveType.CIRCLE,5,190,,,,,,,,,,,,7,,,,,,16,,,,,,200,200,,,,,,,310,310,310,,52,34,32,64,37,,47,23,28,46,49,,ClassB
3992,3,TissuePrimitiveType.RECTANGLE,0,305,338,376,,,,,,,,,,21,24,5,,,,31,27,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,ClassA
3993,3,TissuePrimitiveType.CIRCLE,3,61,355,378,,,,,,,,,,15,7,5,,,,14,14,36,,,,200,200,,,,,,,310,,,,67,58,42,,,,22,29,45,,,,ClassC
3994,1,TissuePrimitiveType.CIRCLE,5,244,,,,,,,,,,,,29,,,,,,17,,,,,,200,200,200,,,,,,,310,310,,45,51,50,55,38,,41,24,48,40,24,,ClassC
3995,3,TissuePrimitiveType.NOPRIMITIVE,4,166,257,320,,,,,,,,,,13,28,18,,,,22,10,36,,,,200,200,,,,,,,310,310,,,53,64,39,33,,,50,36,49,43,,,ClassC
3996,4,TissuePrimitiveType.CIRCLE,2,2,185,307,334,,,,,,,,,27,4,22,23,,,21,9,23,17,,,200,,,,,,,310,,,,,56,48,,,,,25,30,,,,,ClassA
3997,4,TissuePrimitiveType.CIRCLE,7,165,292,323,355,,,,,,,,,30,25,27,29,,,32,12,29,31,,,200,200,200,,,,,,,310,310,310,61,61,37,36,30,70,33,41,32,45,20,35,ClassA
3998,1,TissuePrimitiveType.CIRCLE,7,222,,,,,,,,,,,,19,,,,,,13,,,,,,200,200,200,,,,,,,310,310,310,68,59,55,57,33,41,45,48,28,43,34,35,ClassB
3999,3,TissuePrimitiveType.NOPRIMITIVE,4,158,191,363,,,,,,,,,,17,10,12,,,,22,11,11,,,,200,200,200,200,,,,,,,,,46,35,42,58,,,36,41,27,38,,,ClassC
4000,2,TissuePrimitiveType.NOPRIMITIVE,2,128,323,,,,,,,,,,,25,16,,,,,34,32,,,,,,,,,,,310,310,,,,,66,50,,,,,43,26,,,,,ClassC
4001,3,TissuePrimitiveType.CIRCLE,0,5,351,378,,,,,,,,,,6,22,6,,,,18,34,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,ClassB
4002,2,TissuePrimitiveType.CIRCLE,4,141,347,,,,,,,,,,,26,7,,,,,15,32,,,,,200,200,200,200,,,,,,,,,60,47,65,41,,,21,50,34,26,,,ClassC
4003,4,TissuePrimitiveType.CIRCLE,8,162,271,314,363,,,,,,,,,23,11,21,11,,,35,29,35,16,,,200,200,200,200,,,,,,,310,310,40,52,68,38,62,62,48,27,42,41,26,42,ClassA
4004,3,TissuePrimitiveType.RECTANGLE,1,63,364,380,,,,,,,,,,19,4,4,,,,36,24,31,,,,200,,,,,,,,,,,,49,,,,,,35,,,,,,ClassC
4005,1,TissuePrimitiveType.CIRCLE,4,72,,,,,,,,,,,,20,,,,,,27,,,,,,200,200,200,,,,,,,310,,,70,43,32,43,,,41,44,48,46,,,ClassC
4006,4,TissuePrimitiveType.CIRCLE,8,65,274,301,363,,,,,,,,,25,7,7,19,,,21,25,35,15,,,200,200,200,200,,,,,,,310,310,56,43,66,60,31,36,21,27,45,25,26,30,ClassB
4007,6,TissuePrimitiveType.CIRCLE,4,219,281,308,330,350,368,,,,,,,28,21,9,9,11,12,18,12,11,25,16,31,200,200,200,200,,,,,,,,,56,46,69,57,,,37,20,36,43,,,ClassA
4008,1,TissuePrimitiveType.RECTANGLE,4,122,,,,,,,,,,,,18,,,,,,23,,,,,,,,,,,,310,310,310,310,,,58,35,39,55,,,46,24,45,36,,,ClassC
4009,4,TissuePrimitiveType.CIRCLE,6,164,301,341,361,,,,,,,,,11,23,14,21,,,19,16,23,18,,,200,200,200,200,,,,,,,310,310,65,44,47,36,68,63,34,23,45,48,47,29,ClassC
4010,1,TissuePrimitiveType.CIRCLE,7,345,,,,,,,,,,,,23,,,,,,29,,,,,,200,200,200,200,,,,,,,310,310,53,48,67,70,59,43,42,32,49,41,41,43,ClassC
4011,3,TissuePrimitiveType.RECTANGLE,2,69,248,329,,,,,,,,,,12,26,28,,,,17,36,24,,,,,,,,,,310,310,,,,,70,59,,,,,47,50,,,,,ClassA
4012,4,TissuePrimitiveType.CIRCLE,5,290,345,357,368,,,,,,,,,9,6,6,14,,,25,26,20,9,,,200,,,,,,,310,310,310,310,,67,34,67,48,32,,46,49,47,48,24,,ClassB
4013,0,TissuePrimitiveType.CIRCLE,2,,,,,,,,,,,,,,,,,,,,,,,,,200,200,,,,,,,,,,,54,40,,,,,21,22,,,,,ClassC
4014,4,TissuePrimitiveType.RECTANGLE,2,29,195,267,300,,,,,,,,,23,20,25,27,,,36,30,25,9,,,200,,,,,,,310,,,,,46,51,,,,,26,36,,,,,ClassA
4015,3,TissuePrimitiveType.CIRCLE,5,245,323,347,,,,,,,,,,11,15,24,,,,31,15,16,,,,200,200,200,,,,,,,310,310,,37,56,58,37,45,,45,37,29,43,25,,ClassC
4016,5,TissuePrimitiveType.RECTANGLE,1,62,196,248,283,346,,,,,,,,21,28,17,13,18,,35,36,28,11,16,,,,,,,,310,,,,,,67,,,,,,46,,,,,,ClassA
4017,3,TissuePrimitiveType.CIRCLE,5,242,293,334,,,,,,,,,,15,17,23,,,,27,20,17,,,,200,,,,,,,310,310,310,310,,35,35,63,55,70,,49,32,37,48,21,,ClassB
4018,2,TissuePrimitiveType.NOPRIMITIVE,0,283,325,,,,,,,,,,,17,10,,,,,24,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ClassC
4019,3,TissuePrimitiveType.CIRCLE,3,214,265,288,,,,,,,,,,29,6,30,,,,22,34,13,,,,200,200,200,,,,,,,,,,51,34,54,,,,40,48,38,,,,ClassC
4020,0,TissuePrimitiveType.CIRCLE,3,,,,,,,,,,,,,,,,,,,,,,,,,200,200,,,,,,,310,,,,53,45,38,,,,39,40,31,,,,ClassC
4021,4,TissuePrimitiveType.CIRCLE,3,23,199,325,344,,,,,,,,,15,25,4,30,,,34,24,36,22,,,200,,,,,,,310,310,,,,51,45,62,,,,38,37,35,,,,ClassA
4022,6,TissuePrimitiveType.CIRCLE,6,174,252,291,305,325,354,,,,,,,26,30,6,14,24,30,30,12,36,30,29,24,200,200,200,,,,,,,310,310,310,39,55,60,59,52,42,48,32,39,22,47,34,ClassA
4023,1,TissuePrimitiveType.RECTANGLE,0,299,,,,,,,,,,,,4,,,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ClassC
4024,3,TissuePrimitiveType.CIRCLE,5,102,182,268,,,,,,,,,,25,14,23,,,,33,16,9,,,,200,200,200,,,,,,,310,310,,62,30,63,64,36,,39,29,38,40,24,,ClassC
4025,3,TissuePrimitiveType.CIRCLE,3,249,330,358,,,,,,,,,,29,21,24,,,,11,10,17,,,,200,200,200,,,,,,,,,,39,56,57,,,,34,42,27,,,,ClassC
4026,4,TissuePrimitiveType.CIRCLE,3,3,57,171,353,,,,,,,,,14,5,8,9,,,12,31,30,23,,,200,200,200,,,,,,,,,,62,37,61,,,,46,47,24,,,,ClassC
4027,3,TissuePrimitiveType.CIRCLE,4,237,335,369,,,,,,,,,,28,18,13,,,,9,32,8,,,,200,,,,,,,310,310,310,,,65,38,35,39,,,41,49,46,27,,,ClassB
